Potencial (V),Negativo,"0,6 ng. mL-1","1,0 ng. mL-1","1,2 ng. mL-1","2,0 ng. mL-1","2,5 ng. mL-1","4,0 ng. mL-1","5,0 ng. mL-1","10,0 ng. mL-1","20,0 ng. mL-1"
"0,240726","-11,4597","-13,0939","-13,2066","-13,8602","-12,6894","-13,9451","-14,2263","-12,6576","-13,5579","-11,0751"
"0,238729","-11,7017","-13,4121","-13,7066","-14,214","-13,1436","-14,3278","-14,8401","-13,0229","-14,1039","-11,5441"
"0,236733","-11,9158","-13,7083","-14,1924","-14,5359","-13,5866","-14,6943","-15,4526","-13,3734","-14,648","-11,9858"
"0,234736","-12,1419","-13,987","-14,6745","-14,8858","-14,0495","-15,0632","-16,0802","-13,7472","-15,1558","-12,4418"
"0,23274","-12,4484","-14,3534","-15,256","-15,3585","-14,5978","-15,54","-16,7212","-14,2375","-15,7876","-13,0026"
"0,230744","-12,6884","-14,68","-15,799","-15,7649","-15,087","-15,8673","-17,3743","-14,6609","-16,3288","-13,5082"
"0,228747","-12,9936","-15,0841","-16,4109","-16,2259","-15,6441","-16,3247","-18,0883","-15,126","-16,9891","-14,0444"
"0,226751","-13,2853","-15,4782","-17,022","-16,6574","-16,1036","-16,8003","-18,8317","-15,5166","-17,6642","-14,5987"
"0,224754","-13,6238","-15,8265","-17,5619","-17,1573","-16,6981","-17,3197","-19,5257","-15,9765","-18,3903","-15,2106"
"0,222758","-13,9703","-16,2243","-18,2092","-17,6437","-17,3278","-17,8051","-20,3218","-16,5099","-19,0353","-15,8428"
"0,220761","-14,3181","-16,6841","-18,7972","-18,1685","-17,9638","-18,3136","-21,0708","-17,0592","-19,7907","-16,5041"
"0,218765","-14,6704","-17,1343","-19,4508","-18,628","-18,4899","-18,8691","-21,8709","-17,5851","-20,5604","-17,1759"
"0,216768","-15,0828","-17,5855","-20,2171","-19,0615","-19,1895","-19,4399","-22,7906","-18,2016","-21,4222","-17,8614"
"0,214772","-15,5018","-18,0296","-20,8584","-19,5771","-19,9181","-20,0461","-23,7041","-18,8517","-22,2524","-18,5686"
"0,212775","-15,9442","-18,5328","-21,6461","-20,2056","-20,6787","-20,6734","-24,6629","-19,4894","-23,0815","-19,3121"
"0,210779","-16,3264","-19,1082","-22,4524","-20,8453","-21,4242","-21,2338","-25,6279","-20,1541","-23,9599","-20,0268"
"0,208783","-16,7984","-19,7134","-23,3143","-21,4997","-22,1431","-21,9588","-26,6322","-20,8541","-24,8658","-20,8492"
"0,206786","-17,2278","-20,329","-24,1866","-22,1827","-22,9452","-22,6887","-27,6776","-21,5166","-25,8418","-21,6582"
"0,20479","-17,7635","-21,0191","-25,1042","-23,0067","-23,8525","-23,4917","-28,7725","-22,3355","-26,8932","-22,5745"
"0,202793","-18,2542","-21,6459","-26,0074","-23,7985","-24,7","-24,2798","-29,8345","-23,1314","-27,883","-23,4639"
"0,200797","-18,7952","-22,4318","-27,0322","-24,6844","-25,6403","-25,1397","-31,0016","-24,0074","-28,9998","-24,4456"
"0,198801","-19,3564","-23,0475","-28,0116","-25,4749","-26,5579","-26,0007","-32,1213","-24,8175","-30,0689","-25,4075"
"0,196804","-19,9203","-23,7614","-28,9994","-26,2841","-27,5003","-26,8668","-33,276","-25,6633","-31,1818","-26,3712"
"0,194807","-20,5564","-24,5545","-30,0593","-27,2714","-28,556","-27,8293","-34,505","-26,642","-32,3997","-27,4591"
"0,192811","-21,1918","-25,3624","-31,1377","-28,2599","-29,5911","-28,8216","-35,7463","-27,5869","-33,5897","-28,5571"
"0,190814","-21,8115","-26,2445","-32,2471","-29,2522","-30,6284","-29,7829","-37,0021","-28,5618","-34,8143","-29,6566"
"0,188818","-22,5056","-27,1365","-33,3791","-30,2259","-31,7006","-30,816","-38,2682","-29,528","-36,0552","-30,8016"
"0,186822","-23,1626","-27,9976","-34,4534","-31,1414","-32,7399","-31,8008","-39,5095","-30,4832","-37,2768","-31,8795"
"0,184825","-24,0163","-28,9924","-35,6741","-32,3193","-33,9626","-32,9465","-40,9055","-31,6499","-38,6841","-33,1642"
"0,182829","-24,7796","-29,9227","-36,866","-33,4377","-35,1112","-34,0661","-42,2458","-32,7807","-39,9926","-34,4014"
"0,180832","-25,6011","-30,9768","-38,1094","-34,5833","-36,2928","-35,1908","-43,6316","-33,9326","-41,3716","-35,687"
"0,178836","-26,4289","-32,0087","-39,3322","-35,6882","-37,4681","-36,3414","-44,9904","-35,0324","-42,7335","-36,9727"
"0,17684","-27,2368","-33,0282","-40,5468","-36,7695","-38,6476","-37,4908","-46,3596","-36,1546","-44,1033","-38,2264"
"0,174843","-28,1931","-34,1441","-41,8458","-38,055","-39,9611","-38,7491","-47,8401","-37,4326","-45,6199","-39,6317"
"0,172847","-29,1049","-35,2316","-43,147","-39,3318","-41,2436","-40,0159","-49,2939","-38,7255","-47,0726","-41,0308"
"0,17085","-30,0242","-36,3847","-44,4605","-40,5851","-42,5016","-41,242","-50,7559","-39,9937","-48,5451","-42,4273"
"0,168853","-31,0189","-37,5959","-45,8255","-41,8656","-43,8336","-42,5696","-52,2528","-41,2804","-50,0725","-43,896"
"0,166857","-31,9555","-38,7614","-47,137","-43,0855","-45,1286","-43,86","-53,719","-42,5473","-51,5699","-45,2946"
"0,164861","-33,0084","-39,9936","-48,5144","-44,4711","-46,5225","-45,2247","-55,2717","-43,9404","-53,1769","-46,8122"
"0,162864","-34,0291","-41,1839","-49,8857","-45,8519","-47,8958","-46,6066","-56,7996","-45,3447","-54,7276","-48,3273"
"0,160868","-35,1104","-42,5288","-51,3456","-47,2957","-49,3042","-48,0146","-58,3977","-46,807","-56,3672","-49,9084"
"0,158871","-36,1744","-43,8229","-52,7478","-48,6555","-50,6878","-49,4114","-59,938","-48,1692","-57,9557","-51,4647"
"0,156875","-37,2149","-45,1047","-54,1314","-49,9843","-52,0673","-50,8156","-61,4743","-49,55","-59,5493","-52,9824"
"0,154878","-38,342","-46,421","-55,5459","-51,4392","-53,521","-52,2459","-63,0641","-51,0297","-61,2231","-54,5809"
"0,152882","-39,5062","-47,777","-57,012","-52,9733","-55,0139","-53,7751","-64,6993","-52,5947","-62,9151","-56,2527"
"0,150886","-40,6568","-49,1986","-58,507","-54,4865","-56,4759","-55,2572","-66,3324","-54,1462","-64,6122","-57,9184"
"0,148889","-41,8198","-50,6003","-59,9628","-55,9451","-57,9338","-56,753","-67,9324","-55,6259","-66,2922","-59,5782"
"0,146893","-42,9519","-51,9848","-61,3939","-57,3618","-59,3813","-58,2414","-69,5264","-57,1081","-67,9635","-61,1933"
"0,144896","-44,1966","-53,4422","-62,8785","-58,938","-60,9319","-59,8003","-71,2007","-58,724","-69,7493","-62,9157"
"0,1429","-45,4053","-54,8353","-64,3467","-60,508","-62,4497","-61,3678","-72,8426","-60,3423","-71,4696","-64,6347"
"0,140903","-46,6672","-56,3769","-65,8952","-62,1275","-63,992","-62,9601","-74,548","-62,0186","-73,2669","-66,4178"
"0,138907","-47,8735","-57,8345","-67,347","-63,6196","-65,4664","-64,4819","-76,15","-63,5614","-74,9777","-68,1284"
"0,13691","-49,1058","-59,3401","-68,8297","-65,1339","-67,0005","-66,0805","-77,8095","-65,1599","-76,7432","-69,8615"
"0,134914","-50,3999","-60,8532","-70,3203","-66,7387","-68,5757","-67,6655","-79,5047","-66,8388","-78,5689","-71,6419"
"0,132917","-51,6619","-62,3093","-71,7865","-68,3493","-70,1162","-69,2649","-81,1649","-68,525","-80,3345","-73,4182"
"0,130921","-52,9733","-63,9091","-73,325","-70,0095","-71,6939","-70,8993","-82,8804","-70,2743","-82,1689","-75,2581"
"0,128925","-54,2675","-65,4803","-74,8155","-71,5899","-73,2466","-72,5027","-84,5507","-71,9385","-83,9676","-77,0703"
"0,126928","-55,548","-67,0331","-76,2858","-73,1304","-74,7953","-74,1324","-86,2189","-73,5986","-85,7669","-78,8547"
"0,124932","-56,8891","-68,6128","-77,7642","-74,7669","-76,3953","-75,7615","-87,9304","-75,3486","-87,6338","-80,6966"
"0,122935","-58,1387","-70,0628","-79,1561","-76,3392","-77,9149","-77,3291","-89,5466","-77,0446","-89,3892","-82,477"
"0,120939","-59,5355","-71,7595","-80,7209","-78,0703","-79,5541","-79,0257","-91,3122","-78,9155","-91,3034","-84,4149"
"0,118943","-60,8457","-73,3439","-82,1547","-79,6378","-81,0905","-80,598","-92,9655","-80,6128","-93,1068","-86,2547"
"0,116946","-62,1362","-74,9176","-83,573","-81,1709","-82,6372","-82,2101","-94,6236","-82,3189","-94,9182","-88,077"
"0,114949","-63,4859","-76,5115","-84,9838","-82,7919","-84,2331","-83,8169","-96,3101","-84,1054","-96,7946","-89,9351"
"0,112953","-64,8011","-78,0243","-86,3649","-84,4034","-85,7818","-85,4182","-97,9642","-85,8899","-98,6014","-91,7986"
"0,110956","-66,1349","-79,6628","-87,8061","-86,048","-87,3507","-87,0399","-99,6608","-87,7345","-100,457","-93,7095"
"0,10896","-67,4586","-81,2622","-89,1757","-87,6041","-88,8885","-88,6176","-101,298","-89,4872","-102,274","-95,5905"
"0,106964","-68,723","-82,7986","-90,4892","-89,0764","-90,3858","-90,1851","-102,895","-91,1885","-104,041","-97,4088"
"0,104967","-70,0892","-84,425","-91,8561","-90,6926","-91,9696","-91,802","-104,585","-93,0236","-105,927","-99,3291"
"0,102971","-71,3858","-85,9142","-93,1304","-92,2676","-93,4932","-93,377","-106,194","-94,8196","-107,71","-101,204"
"0,100974","-72,6811","-87,4845","-94,448","-93,8581","-95,0027","-94,9412","-107,816","-96,6534","-109,505","-103,103"
"0,0989779","-73,9554","-89,0372","-95,698","-95,3601","-96,4709","-96,4554","-109,4","-98,3865","-111,267","-104,975"
"0,0969815","-75,2149","-90,5764","-96,927","-96,8155","-97,9493","-98,0122","-110,986","-100,114","-113,024","-106,84"
"0,0949851","-76,4986","-92,0993","-98,1392","-98,3074","-99,4486","-99,5385","-112,578","-101,898","-114,831","-108,716"
"0,0929887","-77,7561","-93,5318","-99,2939","-99,7919","-100,902","-101,047","-114,128","-103,678","-116,581","-110,601"
"0,0909919","-78,9534","-94,9919","-100,434","-101,21","-102,3","-102,493","-115,648","-105,449","-118,291","-112,453"
"0,0889954","-80,1919","-96,5014","-101,583","-102,617","-103,725","-103,948","-117,176","-107,192","-120,041","-114,345"
"0,086999","-81,3872","-97,9514","-102,682","-103,936","-105,128","-105,405","-118,673","-108,889","-121,757","-116,199"
"0,0850026","-82,5716","-99,3703","-103,713","-105,257","-106,52","-106,785","-120,161","-110,626","-123,473","-118,037"
"0,0830062","-83,7392","-100,713","-104,711","-106,592","-107,889","-108,17","-121,614","-112,381","-125,143","-119,899"
"0,0810098","-84,8554","-102,083","-105,701","-107,876","-109,212","-109,522","-123,032","-114,145","-126,783","-121,76"
"0,0790133","-85,9412","-103,414","-106,618","-109,075","-110,474","-110,802","-124,409","-115,82","-128,382","-123,593"
"0,0770169","-87,0243","-104,741","-107,522","-110,255","-111,774","-112,163","-125,803","-117,513","-129,998","-125,457"
"0,0750205","-88,0486","-105,984","-108,326","-111,391","-113,01","-113,404","-127,139","-119,182","-131,579","-127,258"
"0,0730241","-89,0986","-107,183","-109,122","-112,591","-114,258","-114,683","-128,489","-120,904","-133,162","-129,119"
"0,0710277","-90,0439","-108,361","-109,868","-113,706","-115,423","-115,897","-129,785","-122,594","-134,666","-130,925"
"0,0690312","-90,9561","-109,514","-110,539","-114,711","-116,524","-117,028","-131,035","-124,173","-136,127","-132,68"
"0,0670348","-91,8588","-110,653","-111,186","-115,668","-117,642","-118,216","-132,276","-125,733","-137,589","-134,449"
"0,065038","-92,7311","-111,756","-111,772","-116,589","-118,736","-119,324","-133,489","-127,307","-139,05","-136,185"
"0,0630416","-93,5736","-112,759","-112,297","-117,493","-119,791","-120,399","-134,641","-128,869","-140,461","-137,924"
"0,0610452","-94,3277","-113,757","-112,782","-118,302","-120,768","-121,421","-135,726","-130,412","-141,808","-139,63"
"0,0590487","-94,9905","-114,657","-113,136","-118,932","-121,616","-122,281","-136,684","-131,794","-143,056","-141,223"
"0,0570523","-95,698","-115,622","-113,545","-119,594","-122,545","-123,272","-137,699","-133,223","-144,375","-142,894"
"0,0550559","-96,3338","-116,486","-113,838","-120,161","-123,401","-124,132","-138,627","-134,62","-145,641","-144,48"
"0,0530595","-96,9439","-117,238","-114,062","-120,707","-124,211","-124,945","-139,493","-136,016","-146,865","-146,064"
"0,0510631","-97,45","-117,955","-114,252","-121,16","-124,929","-125,689","-140,283","-137,388","-148,007","-147,607"
"0,0490667","-97,8966","-118,634","-114,366","-121,477","-125,562","-126,302","-140,995","-138,649","-149,091","-149,093"
"0,0470702","-98,3446","-119,284","-114,46","-121,738","-126,199","-126,968","-141,687","-139,884","-150,168","-150,586"
"0,0450738","-98,7243","-119,853","-114,475","-121,93","-126,772","-127,502","-142,304","-141,091","-151,207","-152,017"
"0,0430774","-99,0507","-120,297","-114,419","-122,083","-127,295","-127,954","-142,842","-142,271","-152,175","-153,429"
"0,041081","-99,3155","-120,73","-114,355","-122,168","-127,746","-128,379","-143,326","-143,452","-153,085","-154,823"
"0,0390842","-99,4764","-121,068","-114,184","-122,071","-128,051","-128,612","-143,669","-144,47","-153,882","-156,097"
"0,0370877","-99,6378","-121,384","-114,023","-121,932","-128,381","-128,897","-144,007","-145,455","-154,682","-157,381"
"0,0350913","-99,7338","-121,626","-113,792","-121,722","-128,645","-129,066","-144,256","-146,403","-155,435","-158,591"
"0,0330949","-99,8095","-121,776","-113,524","-121,522","-128,882","-129,184","-144,459","-147,359","-156,148","-159,797"
"0,0310985","-99,7709","-121,848","-113,215","-121,216","-128,987","-129,212","-144,543","-148,257","-156,743","-160,926"
"0,0291021","-99,6757","-121,886","-112,862","-120,801","-128,999","-129,114","-144,541","-149,057","-157,264","-161,967"
"0,0271056","-99,5284","-121,846","-112,464","-120,291","-128,977","-129,003","-144,457","-149,757","-157,722","-162,945"
"0,0251092","-99,3838","-121,805","-112,086","-119,792","-128,94","-128,858","-144,335","-150,491","-158,187","-163,904"
"0,0231128","-99,2155","-121,634","-111,662","-119,303","-128,859","-128,643","-144,157","-151,195","-158,603","-164,818"
"0,0211164","-98,925","-121,358","-111,204","-118,702","-128,639","-128,34","-143,838","-151,801","-158,867","-165,628"
"0,01912","-98,5797","-121,053","-110,714","-118,01","-128,309","-127,908","-143,414","-152,282","-159,046","-166,33"
"0,0171235","-98,2419","-120,718","-110,241","-117,317","-128,003","-127,529","-142,976","-152,691","-159,203","-167,014"
"0,0151271","-97,8534","-120,319","-109,736","-116,57","-127,628","-127,053","-142,454","-153,034","-159,294","-167,588"
"0,0131303","-97,5095","-119,857","-109,249","-115,913","-127,274","-126,567","-141,922","-153,382","-159,366","-168,145"
"0,0111339","-97,0345","-119,275","-108,697","-115,14","-126,754","-125,985","-141,23","-153,596","-159,249","-168,559"
"0,00913746","-96,6014","-118,769","-108,212","-114,393","-126,222","-125,368","-140,547","-153,773","-159,138","-168,938"
"0,00714104","-96,1209","-118,168","-107,682","-113,562","-125,649","-124,73","-139,786","-153,795","-158,923","-169,193"
"0,00514462","-95,6236","-117,535","-107,14","-112,725","-125,032","-124,029","-138,961","-153,743","-158,649","-169,336"
"0,0031482","-95,2122","-116,908","-106,653","-112,03","-124,472","-123,366","-138,176","-153,741","-158,399","-169,49"
"0,00115178","-94,7007","-116,185","-106,128","-111,265","-123,789","-122,632","-137,277","-153,611","-157,976","-169,488"
"-0,000844639","-94,2122","-115,524","-105,645","-110,503","-123,067","-121,853","-136,357","-153,417","-157,517","-169,407"
"-0,00284106","-93,7446","-114,848","-105,162","-109,733","-122,37","-121,117","-135,419","-153,097","-157,016","-169,241"
"-0,00483748","-93,1858","-114,074","-104,599","-108,87","-121,582","-120,257","-134,373","-152,626","-156,351","-168,862"
"-0,0068339","-92,823","-113,431","-104,199","-108,267","-120,955","-119,549","-133,48","-152,308","-155,829","-168,579"
"-0,00883032","-92,3365","-112,642","-103,692","-107,545","-120,182","-118,743","-132,447","-151,822","-155,099","-168,097"
"-0,0108267","-91,8642","-111,933","-103,222","-106,833","-119,384","-117,899","-131,4","-151,267","-154,336","-167,514"
"-0,0128232","-91,4189","-111,222","-102,768","-106,12","-118,62","-117,112","-130,373","-150,603","-153,529","-166,839"
"-0,01482","-90,9696","-110,51","-102,299","-105,417","-117,856","-116,309","-129,326","-149,868","-152,664","-166,053"
"-0,0168164","-90,6203","-109,825","-101,87","-104,847","-117,168","-115,549","-128,342","-149,189","-151,832","-165,247"
"-0,0188128","-90,2014","-109,07","-101,42","-104,24","-116,405","-114,778","-127,301","-148,426","-150,868","-164,314"
"-0,0208092","-89,7696","-108,355","-100,954","-103,583","-115,582","-113,934","-126,228","-147,571","-149,822","-163,247"
"-0,0228057","-89,4574","-107,757","-100,584","-103,035","-114,897","-113,247","-125,271","-146,726","-148,839","-162,211"
"-0,0248021","-89,0541","-107,084","-100,133","-102,398","-114,149","-112,484","-124,234","-145,753","-147,743","-160,998"
"-0,0267985","-88,7696","-106,442","-99,7291","-101,909","-113,487","-111,771","-123,288","-144,851","-146,699","-159,789"
"-0,0287949","-88,4182","-105,747","-99,2959","-101,384","-112,761","-111,058","-122,3","-143,9","-145,541","-158,494"
"-0,0307913","-88,1189","-105,185","-98,9351","-100,904","-112,058","-110,367","-121,349","-142,966","-144,394","-157,176"
"-0,0327878","-87,8135","-104,601","-98,5392","-100,376","-111,367","-109,696","-120,407","-141,922","-143,203","-155,774"
"-0,0347842","-87,5041","-104,027","-98,1432","-99,8541","-110,703","-109,042","-119,469","-140,855","-142,002","-154,317"
"-0,0367806","-87,2149","-103,41","-97,7162","-99,3797","-110,035","-108,353","-118,541","-139,788","-140,773","-152,809"
"-0,038777","-86,9608","-102,837","-97,3534","-98,9845","-109,408","-107,767","-117,665","-138,785","-139,546","-151,343"
"-0,0407738","-86,7135","-102,349","-97,0216","-98,5676","-108,767","-107,151","-116,795","-137,784","-138,315","-149,847"
"-0,0427703","-86,4561","-101,841","-96,6588","-98,1155","-108,141","-106,564","-115,936","-136,692","-137,057","-148,308"
"-0,0447667","-86,1743","-101,335","-96,273","-97,6446","-107,513","-105,978","-115,068","-135,564","-135,776","-146,73"
"-0,0467631","-85,9791","-100,853","-95,9162","-97,2919","-106,959","-105,416","-114,278","-134,532","-134,573","-145,195"
"-0,0487595","-85,7311","-100,311","-95,5392","-96,9142","-106,365","-104,868","-113,456","-133,485","-133,305","-143,646"
"-0,0507559","-85,5331","-99,9122","-95,2507","-96,5777","-105,787","-104,355","-112,685","-132,502","-132,086","-142,149"
"-0,0527523","-85,2811","-99,4385","-94,877","-96,1426","-105,181","-103,79","-111,876","-131,387","-130,802","-140,581"
"-0,0547488","-85,0953","-99,0595","-94,5676","-95,7912","-104,674","-103,345","-111,153","-130,35","-129,63","-139,104"
"-0,0567452","-84,9047","-98,6216","-94,2216","-95,4534","-104,15","-102,826","-110,417","-129,317","-128,443","-137,595"
"-0,0587416","-84,6622","-98,1155","-93,8459","-95,1068","-103,593","-102,321","-109,662","-128,285","-127,212","-136,101"
"-0,060738","-84,4939","-97,7757","-93,5845","-94,8223","-103,076","-101,876","-108,973","-127,356","-126,07","-134,707"
"-0,0627344","-84,3122","-97,4277","-93,2932","-94,4966","-102,573","-101,429","-108,301","-126,36","-124,933","-133,307"
"-0,0647309","-84,1189","-97,0723","-92,9757","-94,1514","-102,09","-101,015","-107,622","-125,343","-123,818","-131,92"
"-0,0667277","-83,9716","-96,7189","-92,675","-93,8709","-101,641","-100,578","-106,981","-124,411","-122,766","-130,578"
"-0,0687241","-83,7304","-96,2304","-92,2973","-93,5257","-101,1","-100,092","-106,278","-123,42","-121,617","-129,201"
"-0,0707205","-83,6392","-96,0101","-92,1162","-93,3547","-100,7","-99,7723","-105,732","-122,642","-120,66","-128,026"
"-0,0727169","-83,4581","-95,6831","-91,827","-93,0419","-100,228","-99,3554","-105,099","-121,713","-119,626","-126,768"
"-0,0747134","-83,2912","-95,3838","-91,5527","-92,7439","-99,8054","-99,0007","-104,516","-120,799","-118,653","-125,564"
"-0,0767098","-83,1432","-95,0608","-91,2561","-92,4824","-99,3845","-98,5919","-103,936","-119,932","-117,706","-124,377"
"-0,0787062","-82,9608","-94,6662","-90,9493","-92,2128","-98,9453","-98,2047","-103,34","-119,082","-116,745","-123,222"
"-0,0807026","-82,8649","-94,4446","-90,7635","-92,0338","-98,5642","-97,9027","-102,826","-118,368","-115,893","-122,198"
"-0,082699","-82,7284","-94,1838","-90,5264","-91,7811","-98,1682","-97,5514","-102,297","-117,566","-115,024","-121,142"
"-0,0846955","-82,5351","-93,8818","-90,2351","-91,4682","-97,7493","-97,2014","-101,742","-116,705","-114,142","-120,079"
"-0,0866919","-82,4682","-93,6669","-90,025","-91,2953","-97,4358","-96,902","-101,272","-116,002","-113,393","-119,126"
"-0,0886883","-82,2858","-93,2845","-89,7284","-91,0412","-97,0277","-96,5284","-100,729","-115,228","-112,553","-118,126"
"-0,0906847","-82,1804","-93,0703","-89,5426","-90,8669","-96,675","-96,2459","-100,259","-114,591","-111,808","-117,252"
"-0,0926815","-82,0493","-92,8392","-89,3203","-90,6284","-96,3061","-95,9176","-99,7743","-113,877","-111,057","-116,357"
"-0,094678","-81,9318","-92,625","-89,1135","-90,4014","-95,9986","-95,6662","-99,325","-113,172","-110,358","-115,515"
"-0,0966744","-81,8291","-92,3824","-88,877","-90,1851","-95,673","-95,3466","-98,8676","-112,501","-109,682","-114,67"
"-0,0986708","-81,6791","-92,0426","-88,6068","-89,9622","-95,3223","-95,0203","-98,3865","-111,836","-108,961","-113,837"
"-0,100667","-81,5493","-91,8182","-88,4128","-89,7642","-94,9676","-94,7243","-97,925","-111,24","-108,293","-113,074"
"-0,102664","-81,4811","-91,6574","-88,2541","-89,5986","-94,6831","-94,4709","-97,5392","-110,666","-107,689","-112,369"
"-0,10466","-81,3662","-91,452","-88,052","-89,3723","-94,3986","-94,2318","-97,123","-110,026","-107,079","-111,649"
"-0,106656","-81,2649","-91,227","-87,8372","-89,1642","-94,1081","-93,9331","-96,6919","-109,429","-106,489","-110,939"
"-0,108653","-81,1399","-90,9264","-87,5959","-88,9649","-93,7986","-93,6318","-96,2628","-108,846","-105,882","-110,239"
"-0,110649","-81,0507","-90,7405","-87,4392","-88,8007","-93,502","-93,3858","-95,8689","-108,35","-105,322","-109,622"
"-0,112646","-80,9378","-90,5412","-87,2493","-88,5791","-93,1926","-93,0912","-95,4527","-107,792","-104,755","-108,975"
"-0,114642","-80,8615","-90,3777","-87,0865","-88,3865","-92,9574","-92,8932","-95,0953","-107,244","-104,243","-108,395"
"-0,116639","-80,7264","-90,1297","-86,8372","-88,1351","-92,648","-92,5642","-94,6588","-106,657","-103,675","-107,739"
"-0,118635","-80,6588","-89,8892","-86,6541","-87,9939","-92,4108","-92,323","-94,302","-106,18","-103,185","-107,178"
"-0,120632","-80,5561","-89,6926","-86,4905","-87,8162","-92,1162","-92,0682","-93,9101","-105,72","-102,669","-106,629"
"-0,122628","-80,4432","-89,4926","-86,3034","-87,5784","-91,8128","-91,7662","-93,5122","-105,209","-102,147","-106,053"
"-0,124625","-80,3581","-89,3142","-86,1297","-87,3743","-91,5777","-91,5588","-93,1635","-104,686","-101,674","-105,531"
"-0,126621","-80,2709","-89,1257","-85,9338","-87,1642","-91,3243","-91,2818","-92,7824","-104,191","-101,204","-104,989"
"-0,128617","-80,175","-88,8601","-85,7236","-86,9784","-91,0662","-91,0041","-92,4169","-103,719","-100,722","-104,463"
"-0,130614","-80,077","-88,6655","-85,5608","-86,8014","-90,7959","-90,7615","-92,0439","-103,293","-100,248","-103,978"
"-0,13261","-79,9223","-88,4095","-85,3257","-86,5108","-90,448","-90,4054","-91,6128","-102,769","-99,7095","-103,404"
"-0,134607","-79,8865","-88,3007","-85,2081","-86,3581","-90,2723","-90,248","-91,3324","-102,34","-99,3209","-102,991"
"-0,136603","-79,7764","-88,0872","-84,9878","-86,1122",-90,"-89,9439","-90,9405","-101,837","-98,8541","-102,466"
"-0,1386","-79,675","-87,8149","-84,7669","-85,9142","-89,7446","-89,6541","-90,5858","-101,383","-98,3953","-101,972"
"-0,140596","-79,5709","-87,5973","-84,5851","-85,7142","-89,4581","-89,3899","-90,2169","-100,971","-97,9405","-101,519"
"-0,142592","-79,4608","-87,4054","-84,4","-85,4716","-89,1635","-89,0838","-89,8372","-100,524","-97,475","-101,037"
"-0,144589","-79,3655","-87,2243","-84,2203","-85,2426","-88,9318","-88,8628","-89,5203","-100,055","-97,0439","-100,591"
"-0,146586","-79,2655","-87,0203","-84,0081","-85,0047","-88,6743","-88,5655","-89,1507","-99,5845","-96,6095","-100,115"
"-0,148582","-79,1507","-86,7358","-83,7709","-84,7858","-88,4081","-88,2514","-88,7838","-99,1277","-96,1655","-99,6365"
"-0,150579","-79,0649","-86,5466","-83,6142","-84,6142","-88,1568","-88,0236","-88,4682","-98,7615","-95,7527","-99,2399"
"-0,152575","-78,9385","-86,3338","-83,4041","-84,3554","-87,8392","-87,6946","-88,0824","-98,325","-95,2878","-98,7682"
"-0,154571","-78,8155","-86,1182","-83,198","-84,0878","-87,5818","-87,4351","-87,7446","-97,8345","-94,8581","-98,3209"
"-0,156568","-78,6865","-85,898","-82,9581","-83,8169","-87,3095","-87,123","-87,3709","-97,3574","-94,4203","-97,8561"
"-0,158564","-78,6108","-85,6534","-82,7547","-83,6304","-87,0743","-86,8419","-87,0601","-96,9541","-94,0243","-97,4345"
"-0,160561","-78,4872","-85,4108","-82,5541","-83,4142","-86,7919","-86,5709","-86,7264","-96,5608","-93,5993","-97,0277"
"-0,162557","-78,3547","-85,2068","-82,3459","-83,1561","-86,4845","-86,2385","-86,3527","-96,1412","-93,1568","-96,5838"
"-0,164553","-78,1905","-84,9493","-82,0946","-82,8547","-86,1878","-85,9453","-86,0041","-95,6426","-92,6973","-96,127"
"-0,16655","-78,1","-84,7736","-81,8986","-82,6223","-85,9547","-85,677","-85,6804","-95,2095","-92,327","-95,725"
"-0,168546","-77,9986","-84,5101","-81,6696","-82,4128","-85,7115","-85,3764","-85,373","-94,8047","-91,9378","-95,3074"
"-0,170543","-77,8514","-84,2412","-81,4473","-82,1777","-85,4122","-85,0926","-85,0351","-94,4014","-91,5135","-94,9047"
"-0,17254","-77,7101","-84,0264","-81,2304","-81,902","-85,0905","-84,7561","-84,6764","-93,9932","-91,0838","-94,4777"
"-0,174536","-77,5628","-83,7932","-81,0061","-81,6324","-84,827","-84,4818","-84,3628","-93,5243","-90,6723","-94,0649"
"-0,176532","-77,4122","-83,5649","-80,752","-81,3486","-84,5419","-84,1696","-84,0142","-93,0541","-90,2595","-93,6331"
"-0,178529","-77,3155","-83,3149","-80,5399","-81,152","-84,3128","-83,8838","-83,7277","-92,6696","-89,9088","-93,2534"
"-0,180525","-77,1365","-83,0155","-80,2797","-80,8851","-83,9959","-83,5689","-83,3831","-92,2514","-89,473","-92,8392"
"-0,182522","-77,025","-82,8351","-80,0986","-80,6662","-83,7155","-83,2865","-83,0824","-91,9034","-89,1088","-92,475"
"-0,184518","-76,8493","-82,5838","-79,8547","-80,3655","-83,4243","-82,9919","-82,7588","-91,4351","-88,6912","-92,0608"
"-0,186514","-76,6682","-82,3439","-79,5831","-80,0635","-83,1378","-82,6736","-82,4162","-90,95","-88,2885","-91,6324"
"-0,188511","-76,577","-82,1007","-79,3709","-79,8818","-82,9236","-82,3993","-82,1561","-90,5932","-87,9723","-91,277"
"-0,190507","-76,4189","-81,8203","-79,1399","-79,6541","-82,6324","-82,127","-81,8655","-90,2176","-87,5818","-90,9122"
"-0,192504","-76,2736","-81,6176","-78,9399","-79,4081","-82,3338","-81,8264","-81,5459","-89,8547","-87,2108","-90,5385"
